Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Education_Level,EnvironmentSatisfaction_Level,JobInvolvement_Level,JobSatisfaction_Level,PerformanceRating_Level,RelationshipSatisfaction_Level,WorkLifeBalance_Level,EmployeeID,RecordCreationDate,LastUpdatedDate,TenurePerCompany,IncomePerYearOfService
28,No,2,1169,0,8,2,3,1,869,2,1,63,2,1,1,4,0,4936,23965,1,0,0,13,3,4,80,1,6,6,3,5,1,0,4,College,Medium,Medium,Very High,Excellent,Very High,Better,289e5dcd-13c5-4113-87b5-02971131d7c1,2025-04-23 17:27:03,2025-04-23 17:27:03,3.0,822.6666666666666
22,No,2,1230,1,1,2,1,1,872,4,1,33,2,2,4,4,1,4775,19146,6,0,0,22,4,1,80,2,4,2,1,2,2,2,2,College,Very High,Medium,Very High,Outstanding,Low,Bad,e8d5b27e-1e28-4cd0-8fb9-9078010bf710,2025-04-23 17:27:03,2025-04-23 17:27:03,0.5714285714285714,1591.6666666666667
44,No,2,986,1,8,4,1,1,874,1,1,62,4,1,2,4,1,2818,5044,2,0,1,24,4,3,80,1,10,2,2,3,2,0,2,Master,Low,Very High,Very High,Outstanding,High,Good,dae9c0bf-57f1-4d8d-bfec-a113db786df2,2025-04-23 17:27:03,2025-04-23 17:27:03,3.3333333333333335,704.5
42,No,1,1271,1,2,1,3,1,875,2,1,35,3,1,6,4,2,2515,9068,5,0,1,14,3,4,80,0,8,2,3,2,1,2,2,Below College,Medium,High,Very High,Excellent,Very High,Better,f51e310f-b500-4f02-9cc5-6f9a9c9c0e93,2025-04-23 17:27:03,2025-04-23 17:27:03,1.3333333333333333,838.3333333333334
36,No,2,1278,0,8,3,1,1,878,1,1,77,2,1,1,1,1,2342,8635,0,0,0,21,4,3,80,0,6,3,3,5,4,0,3,Bachelor,Low,Medium,Low,Outstanding,High,Better,315d5bae-4d9f-4ab4-8fed-3a6ad96af106,2025-04-23 17:27:03,2025-04-23 17:27:03,6.0,390.3333333333333
25,No,2,141,2,3,1,4,1,879,3,1,98,3,2,7,1,1,4194,14363,1,0,1,18,3,4,80,0,5,3,3,5,3,0,3,Below College,High,High,Low,Excellent,Very High,Better,e9d267fe-cce0-4a8b-95ae-30dcc76aa3ba,2025-04-23 17:27:03,2025-04-23 17:27:03,2.5,699.0
35,No,2,607,1,9,3,1,1,880,4,0,66,2,3,4,3,1,10685,23457,1,0,1,20,4,2,80,1,17,2,3,17,14,5,15,Bachelor,Very High,Medium,High,Outstanding,Medium,Better,cb6ee124-a28c-4f1c-b6f8-c93a516bea93,2025-04-23 17:27:03,2025-04-23 17:27:03,8.5,593.6111111111111
35,Yes,1,130,1,25,4,1,1,881,4,0,96,3,1,6,2,0,2022,16612,1,0,1,19,3,1,80,1,10,3,2,10,2,7,8,Master,Very High,High,Medium,Excellent,Low,Good,3881c103-3c99-4922-99f8-67eae7eceaac,2025-04-23 17:27:03,2025-04-23 17:27:03,5.0,183.8181818181818
32,No,0,300,1,1,3,1,1,882,4,1,61,3,1,2,4,0,2314,9148,0,0,0,12,3,2,80,1,4,2,3,3,0,0,2,Bachelor,Very High,High,Very High,Excellent,Medium,Better,4d95b880-cf80-4f1f-8dd1-de2a27e90e07,2025-04-23 17:27:03,2025-04-23 17:27:03,4.0,578.5
25,No,2,583,2,4,1,2,1,885,3,1,87,2,2,7,1,1,4256,18154,1,0,0,12,3,1,80,0,5,1,4,5,2,0,3,Below College,High,Medium,Low,Excellent,Low,Best,0f736ce0-ad9b-475f-b6c6-ca712672a398,2025-04-23 17:27:03,2025-04-23 17:27:03,2.5,709.3333333333334
49,No,2,1418,1,1,3,5,1,887,3,0,36,3,1,6,1,1,3580,10554,2,0,0,16,3,2,80,1,7,2,3,4,2,0,2,Bachelor,High,High,Low,Excellent,Medium,Better,788c13c3-42c6-4bdc-8c58-9dc0ec82b576,2025-04-23 17:27:03,2025-04-23 17:27:03,2.3333333333333335,716.0
24,No,0,1269,1,4,1,1,1,888,1,1,46,2,1,2,4,1,3162,10778,0,0,0,17,3,4,80,0,6,2,2,5,2,3,4,Below College,Low,Medium,Very High,Excellent,Very High,Good,a9242bce-9e93-40a6-b571-4afd769982b9,2025-04-23 17:27:03,2025-04-23 17:27:03,6.0,527.0
32,No,1,379,2,5,2,1,1,889,2,1,48,3,2,7,2,1,6524,8891,1,0,0,14,3,4,80,1,10,3,3,10,8,5,3,College,Medium,High,Medium,Excellent,Very High,Better,db7386f1-5d60-49a8-8bfc-cfd0cc06974e,2025-04-23 17:27:03,2025-04-23 17:27:03,5.0,593.0909090909091
38,No,2,395,2,9,3,2,1,893,2,1,98,2,1,8,2,1,2899,12102,0,0,0,19,3,4,80,1,3,3,3,2,2,1,2,Bachelor,Medium,Medium,Medium,Excellent,Very High,Better,53d5d055-81f3-4068-9d91-8957d02fde27,2025-04-23 17:27:03,2025-04-23 17:27:03,3.0,966.3333333333334
42,No,2,1265,1,3,3,1,1,894,3,0,95,4,2,2,4,1,5231,23726,2,0,1,13,3,2,80,1,17,1,2,5,3,1,3,Bachelor,High,Very High,Very High,Excellent,Medium,Good,b36a3772-0dc0-4e15-9ddd-1647ac750edc,2025-04-23 17:27:03,2025-04-23 17:27:03,5.666666666666667,871.8333333333334
31,No,2,1222,1,11,4,1,1,895,4,1,48,3,1,6,4,1,2356,14871,3,0,1,19,3,2,80,1,8,2,3,6,4,0,2,Master,Very High,High,Very High,Excellent,Medium,Better,a63a1888-9346-46d6-b64e-727e0cd29eef,2025-04-23 17:27:03,2025-04-23 17:27:03,2.0,336.57142857142856
29,Yes,2,341,2,1,3,3,1,896,2,0,48,2,1,8,3,0,2800,23522,6,0,1,19,3,3,80,3,5,3,3,3,2,0,2,Bachelor,Medium,Medium,High,Excellent,High,Better,0969e7ab-720d-4cc5-9ce1-5e915018316e,2025-04-23 17:27:03,2025-04-23 17:27:03,0.7142857142857143,700.0
53,No,2,868,2,8,3,2,1,897,1,1,73,3,4,7,4,1,11836,22789,5,0,0,14,3,3,80,1,28,3,3,2,0,2,2,Bachelor,Low,High,Very High,Excellent,High,Better,cbe4f1d0-95cc-46a2-8e62-98c76c732221,2025-04-23 17:27:03,2025-04-23 17:27:03,4.666666666666667,3945.3333333333335
35,No,2,672,1,25,3,5,1,899,4,1,78,2,3,4,2,1,10903,9129,3,0,0,16,3,1,80,0,16,2,3,13,10,4,8,Bachelor,Very High,Medium,Medium,Excellent,Low,Better,d74815d9-f9d8-40a6-861d-93451fa7c435,2025-04-23 17:27:03,2025-04-23 17:27:03,4.0,778.7857142857143
37,No,1,1231,2,21,2,3,1,900,3,0,54,3,1,8,4,1,2973,21222,5,0,0,15,3,2,80,1,10,3,3,5,4,0,0,College,High,High,Very High,Excellent,Medium,Better,8907f8d2-9e8a-4ae5-9d7c-4afceaeb49a6,2025-04-23 17:27:03,2025-04-23 17:27:03,1.6666666666666667,495.5
53,No,2,102,1,23,4,1,1,901,4,0,72,3,4,5,4,2,14275,20206,6,0,0,18,3,3,80,0,33,0,3,12,9,3,8,Master,Very High,High,Very High,Excellent,High,Better,de1c4eb8-b25c-4a9f-9e06-068a4f545b64,2025-04-23 17:27:03,2025-04-23 17:27:03,4.714285714285714,1098.076923076923
43,No,1,422,1,1,3,1,1,902,4,0,33,3,2,0,4,1,5562,21782,4,0,0,13,3,2,80,1,12,2,2,5,2,2,2,Bachelor,Very High,High,Very High,Excellent,Medium,Good,128728e9-aa6e-471c-b2ad-6f7108c5e93c,2025-04-23 17:27:03,2025-04-23 17:27:03,2.4,927.0
47,No,2,249,2,2,2,2,1,903,3,0,35,3,2,7,4,1,4537,17783,0,0,1,22,4,1,80,1,8,2,3,7,6,7,7,College,High,High,Very High,Outstanding,Low,Better,4037565c-cf53-4aea-a230-7c46e0d8336c,2025-04-23 17:27:03,2025-04-23 17:27:03,8.0,567.125
37,No,0,1252,2,19,2,3,1,904,1,1,32,3,3,7,2,2,7642,4814,1,0,1,13,3,4,80,0,10,2,3,10,0,0,9,College,Low,High,Medium,Excellent,Very High,Better,01b35f44-e9d1-465c-886f-94495b1e5e81,2025-04-23 17:27:03,2025-04-23 17:27:03,5.0,694.7272727272727
50,No,0,881,1,2,4,1,1,905,1,1,98,3,4,3,1,0,17924,4544,1,0,0,11,3,4,80,1,31,3,3,31,6,14,7,Master,Low,High,Low,Excellent,Very High,Better,1ee362d9-ca9e-4a74-83fa-47a6324eabfc,2025-04-23 17:27:03,2025-04-23 17:27:03,15.5,560.125
39,No,2,1383,0,2,3,1,1,909,4,0,42,2,2,1,4,1,5204,7790,8,0,0,11,3,3,80,2,13,2,3,5,4,0,4,Bachelor,Very High,Medium,Very High,Excellent,High,Better,40b298a5-7001-47dd-92dc-43a881569412,2025-04-23 17:27:03,2025-04-23 17:27:03,1.4444444444444444,867.3333333333334
33,No,2,1075,0,3,2,0,1,910,4,1,57,3,1,1,2,0,2277,22650,3,0,1,11,3,3,80,1,7,4,4,4,3,0,3,College,Very High,High,Medium,Excellent,High,Best,f7864153-43bb-4af5-8128-0db89b34987d,2025-04-23 17:27:03,2025-04-23 17:27:03,1.75,455.4
32,Yes,2,374,1,25,4,1,1,911,1,1,87,3,1,2,4,2,2795,18016,1,0,1,24,4,3,80,0,1,2,1,1,0,0,1,Master,Low,High,Very High,Outstanding,High,Bad,e2e32fc2-69cc-4359-922a-f9e9ee45a9c8,2025-04-23 17:27:03,2025-04-23 17:27:03,0.5,1397.5
29,No,2,1086,1,7,1,3,1,912,1,0,62,2,1,2,4,0,2532,6054,6,0,0,14,3,3,80,3,8,5,3,4,3,0,3,Below College,Low,Medium,Very High,Excellent,High,Better,8fe999c1-e24d-4f30-b6b1-dea95632d99f,2025-04-23 17:27:03,2025-04-23 17:27:03,1.1428571428571428,506.4
44,No,2,661,1,9,2,1,1,913,2,1,61,3,1,6,1,1,2559,7508,1,0,1,13,3,4,80,0,8,0,3,8,7,7,1,College,Medium,High,Low,Excellent,Very High,Better,c18b3c3c-509e-4861-a8a0-20ea5360e688,2025-04-23 17:27:03,2025-04-23 17:27:03,4.0,284.3333333333333
28,No,2,821,2,5,4,3,1,916,1,1,98,3,2,7,4,2,4908,24252,1,0,0,14,3,2,80,0,4,3,3,4,2,0,2,Master,Low,High,Very High,Excellent,Medium,Better,7fe35aaa-43c0-48b9-b35f-a438b18cd240,2025-04-23 17:27:03,2025-04-23 17:27:03,2.0,981.6
58,Yes,1,781,1,2,1,1,1,918,4,1,57,2,1,2,4,0,2380,13384,9,0,1,14,3,4,80,1,3,3,2,1,0,0,0,Below College,Very High,Medium,Very High,Excellent,Very High,Good,8fbe7f63-5a40-46c4-920d-7af8e3a3ecb4,2025-04-23 17:27:03,2025-04-23 17:27:03,0.3,1190.0
43,No,2,177,1,8,3,1,1,920,1,0,55,3,2,4,2,0,4765,23814,4,0,0,21,4,3,80,1,4,2,4,1,0,0,0,Bachelor,Low,High,Medium,Outstanding,High,Best,64d3fe80-fb8a-4b24-a9de-0428bd9cda96,2025-04-23 17:27:03,2025-04-23 17:27:03,0.8,2382.5
20,Yes,2,500,2,2,3,3,1,922,3,0,49,2,1,8,3,2,2044,22052,1,0,0,13,3,4,80,0,2,3,2,2,2,0,2,Bachelor,High,Medium,High,Excellent,Very High,Good,12e0a9c4-2a7f-4a60-8064-d6398d4ee754,2025-04-23 17:27:03,2025-04-23 17:27:03,1.0,681.3333333333334
21,Yes,2,1427,1,18,1,4,1,923,4,0,65,3,1,6,4,2,2693,8870,1,0,0,19,3,1,80,0,1,3,2,1,0,0,0,Below College,Very High,High,Very High,Excellent,Low,Good,7d403091-c1e1-44ec-bf9b-e7587d12b9a4,2025-04-23 17:27:03,2025-04-23 17:27:03,0.5,1346.5
36,No,2,1425,1,14,1,1,1,924,3,1,68,3,2,0,4,1,6586,4821,0,0,1,17,3,1,80,1,17,2,2,16,8,4,11,Below College,High,High,Very High,Excellent,Low,Good,91b4dcd7-2ab7-4f74-b662-0a94fcd2b6b3,2025-04-23 17:27:03,2025-04-23 17:27:03,17.0,387.4117647058824
47,No,2,1454,2,2,4,1,1,925,4,0,65,2,1,8,4,2,3294,13137,1,0,1,18,3,1,80,0,3,3,2,3,2,1,2,Master,Very High,Medium,Very High,Excellent,Low,Good,74502a8a-b042-4268-8589-edef129c6a9d,2025-04-23 17:27:03,2025-04-23 17:27:03,1.5,823.5
22,Yes,2,617,1,3,1,1,1,926,2,0,34,3,2,4,3,1,4171,10022,0,0,1,19,3,1,80,1,4,3,4,3,2,0,2,Below College,Medium,High,High,Excellent,Low,Best,9cc31d33-c69a-4af6-b80d-1a653f22318d,2025-04-23 17:27:03,2025-04-23 17:27:03,4.0,1042.75
41,Yes,2,1085,1,2,4,1,1,927,2,0,57,1,1,2,4,0,2778,17725,4,0,1,13,3,3,80,1,10,1,2,7,7,1,0,Master,Medium,Low,Very High,Excellent,High,Good,b962ec92-9422-41c2-821c-8a78e427b39c,2025-04-23 17:27:03,2025-04-23 17:27:03,2.0,347.25
28,No,2,995,1,9,3,3,1,930,3,0,77,3,1,6,3,0,2377,9834,5,0,0,18,3,2,80,1,6,2,3,2,2,2,2,Bachelor,High,High,High,Excellent,Medium,Better,daaefbda-c1cd-4713-8303-5910f118d53e,2025-04-23 17:27:03,2025-04-23 17:27:03,1.0,792.3333333333334
39,Yes,2,1122,1,6,3,3,1,932,4,1,70,3,1,2,1,1,2404,4303,7,0,1,21,4,4,80,0,8,2,1,2,2,2,2,Bachelor,Very High,High,Low,Outstanding,Very High,Bad,a0c51b56-3308-4c62-87e4-643f02b0cc1d,2025-04-23 17:27:03,2025-04-23 17:27:03,1.0,801.3333333333334
27,No,2,618,1,4,3,1,1,933,2,0,76,3,1,6,3,2,2318,17808,1,0,0,19,3,3,80,0,1,2,3,1,1,0,0,Bachelor,Medium,High,High,Excellent,High,Better,8e8c3374-2eaa-41e3-8d51-b80e49b771cf,2025-04-23 17:27:03,2025-04-23 17:27:03,0.5,1159.0
34,No,2,546,1,10,3,1,1,934,2,1,83,3,1,2,2,0,2008,6896,1,0,0,14,3,2,80,2,1,3,3,1,0,1,0,Bachelor,Medium,High,Medium,Excellent,Medium,Better,4a32b76a-962d-4e04-b243-1d7a43398ea2,2025-04-23 17:27:03,2025-04-23 17:27:03,0.5,1004.0
42,No,2,462,2,14,2,3,1,936,3,0,68,2,2,7,3,2,6244,7824,7,0,0,17,3,1,80,0,10,6,3,5,4,0,3,College,High,Medium,High,Excellent,Low,Better,8d4db5e2-1fb8-460b-af4a-fb5e4143f784,2025-04-23 17:27:03,2025-04-23 17:27:03,1.25,1040.6666666666667
33,No,2,1198,1,1,4,4,1,939,3,1,100,2,1,6,1,2,2799,3339,3,0,1,11,3,2,80,0,6,1,3,3,2,0,2,Master,High,Medium,Low,Excellent,Medium,Better,8bb00498-5a63-4ce7-82dd-75cc0458889d,2025-04-23 17:27:03,2025-04-23 17:27:03,1.5,699.75
58,No,2,1272,1,5,3,5,1,940,3,0,37,2,3,0,2,0,10552,9255,2,0,1,13,3,4,80,1,24,3,3,6,0,0,4,Bachelor,High,Medium,Medium,Excellent,Very High,Better,fdf0225d-f80f-4bf2-a6aa-17b9ceefeb53,2025-04-23 17:27:03,2025-04-23 17:27:03,8.0,1507.4285714285713
31,No,2,154,2,7,4,1,1,941,2,1,41,2,1,8,3,1,2329,11737,3,0,0,15,3,2,80,0,13,2,4,7,7,5,2,Master,Medium,Medium,High,Excellent,Medium,Best,6a4ef4de-5637-4ca7-9185-d2df916a9e78,2025-04-23 17:27:03,2025-04-23 17:27:03,3.25,291.125
35,No,2,1137,1,21,1,1,1,942,4,0,51,3,2,0,4,1,4014,19170,1,0,1,25,4,4,80,1,10,2,1,10,6,0,7,Below College,Very High,High,Very High,Outstanding,Very High,Bad,fe2ba13c-77ee-45b1-aa89-150148f9fe6d,2025-04-23 17:27:03,2025-04-23 17:27:03,5.0,364.90909090909093
49,No,2,527,1,8,2,4,1,944,1,0,51,3,3,2,2,1,7403,22477,4,0,0,11,3,3,80,1,29,3,2,26,9,1,7,College,Low,High,Medium,Excellent,High,Good,9b25e42a-30dd-474f-9bdd-1471baa6ddbc,2025-04-23 17:27:03,2025-04-23 17:27:03,5.8,274.18518518518516
48,No,2,1469,1,20,4,3,1,945,4,1,51,3,1,6,3,1,2259,5543,4,0,0,17,3,1,80,2,13,2,2,0,0,0,0,Master,Very High,High,High,Excellent,Low,Good,603b9d4b-8a09-4ce5-a33c-4b92cf575fac,2025-04-23 17:27:03,2025-04-23 17:27:03,2.6,2259.0
31,No,0,1188,2,20,2,2,1,947,4,0,45,3,2,7,3,1,6932,24406,1,0,0,13,3,4,80,1,9,2,2,9,8,0,0,College,Very High,High,High,Excellent,Very High,Good,2d5be77a-dd6b-41cc-8f92-f928f5013286,2025-04-23 17:27:03,2025-04-23 17:27:03,4.5,693.2
36,No,2,188,1,7,4,4,1,949,2,1,65,3,1,6,4,2,4678,23293,2,0,0,18,3,3,80,0,8,6,3,6,2,0,1,Master,Medium,High,Very High,Excellent,High,Better,1a2cdcc9-333b-40d2-b989-077085fa99e6,2025-04-23 17:27:03,2025-04-23 17:27:03,2.6666666666666665,668.2857142857143
38,No,2,1333,1,1,3,5,1,950,4,0,80,3,3,5,1,1,13582,16292,1,0,0,13,3,2,80,1,15,3,3,15,12,5,11,Bachelor,Very High,High,Low,Excellent,Medium,Better,f3e53872-4fb4-4ecf-a999-a8183a9d4ba9,2025-04-23 17:27:03,2025-04-23 17:27:03,7.5,848.875
32,No,0,1184,1,1,3,1,1,951,3,0,70,2,1,2,2,1,2332,3974,6,0,0,20,4,3,80,0,5,3,3,3,0,0,2,Bachelor,High,Medium,Medium,Outstanding,High,Better,48e33968-ad48-4767-acc5-8c99f4e714ab,2025-04-23 17:27:03,2025-04-23 17:27:03,0.7142857142857143,583.0
25,Yes,2,867,2,19,2,2,1,952,3,1,36,2,1,8,2,1,2413,18798,1,0,1,18,3,3,80,3,1,2,3,1,0,0,0,College,High,Medium,Medium,Excellent,High,Better,a036f4c8-fa5f-4396-a86a-567b8f457425,2025-04-23 17:27:03,2025-04-23 17:27:03,0.5,1206.5
40,No,2,658,2,10,4,2,1,954,1,1,67,2,3,7,2,0,9705,20652,2,0,0,12,3,2,80,1,11,2,2,1,0,0,0,Master,Low,Medium,Medium,Excellent,Medium,Good,270aa981-fce6-4951-bc83-ffdebf09d49e,2025-04-23 17:27:03,2025-04-23 17:27:03,3.6666666666666665,4852.5
26,No,1,1283,2,1,3,3,1,956,3,1,52,2,2,7,1,2,4294,11148,1,0,0,12,3,2,80,0,7,2,3,7,7,0,7,Bachelor,High,Medium,Low,Excellent,Medium,Better,55a91370-01fa-4662-ac9c-e8784e766f64,2025-04-23 17:27:03,2025-04-23 17:27:03,3.5,536.75
41,No,2,263,1,6,3,3,1,957,4,1,59,3,1,2,1,2,4721,3119,2,0,1,13,3,3,80,0,20,3,3,18,13,2,17,Bachelor,Very High,High,Low,Excellent,High,Better,674119a0-8753-401e-8c9f-973931b49a70,2025-04-23 17:27:03,2025-04-23 17:27:03,6.666666666666667,248.47368421052633
36,No,2,938,1,2,4,3,1,958,3,1,79,3,1,2,3,2,2519,12287,4,0,0,21,4,3,80,0,16,6,3,11,8,3,9,Master,High,High,High,Outstanding,High,Better,4d39a2ba-2bb1-4117-becc-a7908dbf1cb8,2025-04-23 17:27:03,2025-04-23 17:27:03,3.2,209.91666666666666
19,Yes,2,419,2,21,3,4,1,959,4,1,37,2,1,8,2,2,2121,9947,1,0,1,13,3,2,80,0,1,3,4,1,0,0,0,Bachelor,Very High,Medium,Medium,Excellent,Medium,Best,022771fb-a319-4f00-b6ef-ed85696ddb8a,2025-04-23 17:27:03,2025-04-23 17:27:03,0.5,1060.5
20,Yes,2,129,1,4,3,5,1,960,1,1,84,3,1,2,1,2,2973,13008,1,0,0,19,3,2,80,0,1,2,3,1,0,0,0,Bachelor,Low,High,Low,Excellent,Medium,Better,65c8b241-de99-4925-b177-3ad9dfbddc42,2025-04-23 17:27:03,2025-04-23 17:27:03,0.5,1486.5
31,No,2,616,1,12,3,3,1,961,4,0,41,3,2,0,4,1,5855,17369,0,0,1,11,3,3,80,2,10,2,1,9,7,8,5,Bachelor,Very High,High,Very High,Excellent,High,Bad,a022e417-6920-4283-9e51-a765481c3315,2025-04-23 17:27:03,2025-04-23 17:27:03,10.0,585.5
40,No,1,1469,1,9,4,3,1,964,4,1,35,3,1,6,2,0,3617,25063,8,0,1,14,3,4,80,1,3,2,3,1,1,0,0,Master,Very High,High,Medium,Excellent,Very High,Better,73d2eafd-7ab4-4fe1-8a4b-e541e4c24c66,2025-04-23 17:27:03,2025-04-23 17:27:03,0.3333333333333333,1808.5
32,No,2,498,1,3,4,3,1,966,3,0,93,3,2,4,1,1,6725,13554,1,0,0,12,3,3,80,1,8,2,4,8,7,6,3,Master,High,High,Low,Excellent,High,Best,7e4edf02-61cc-4190-95b5-a0ef4528127c,2025-04-23 17:27:03,2025-04-23 17:27:03,4.0,747.2222222222222
36,Yes,2,530,2,3,1,1,1,967,3,1,51,2,3,7,4,1,10325,5518,1,0,1,11,3,1,80,1,16,6,3,16,7,3,7,Below College,High,Medium,Very High,Excellent,Low,Better,51761339-4a0b-4ca6-8336-99afc19797f4,2025-04-23 17:27:03,2025-04-23 17:27:03,8.0,607.3529411764706
33,No,2,1069,1,1,3,1,1,969,2,0,42,2,2,0,4,2,6949,12291,0,0,0,14,3,1,80,0,6,3,3,5,0,1,4,Bachelor,Medium,Medium,Very High,Excellent,Low,Better,3f026afb-e889-4bec-98be-34e134f146ef,2025-04-23 17:27:03,2025-04-23 17:27:03,6.0,1158.1666666666667
37,Yes,2,625,2,1,4,1,1,970,1,1,46,2,3,7,3,1,10609,14922,5,0,0,11,3,3,80,0,17,2,1,14,1,11,7,Master,Low,Medium,High,Excellent,High,Bad,edcac30c-7150-43c8-a099-43e3a818d9ff,2025-04-23 17:27:03,2025-04-23 17:27:03,2.8333333333333335,707.2666666666667
45,No,0,805,1,4,2,1,1,972,3,1,57,3,2,2,2,1,4447,23163,1,0,0,12,3,2,80,0,9,5,2,9,7,0,8,College,High,High,Medium,Excellent,Medium,Good,9781d40a-dc81-429a-8847-cc82c54c4882,2025-04-23 17:27:03,2025-04-23 17:27:03,4.5,444.7
29,No,1,1404,2,20,3,5,1,974,3,0,84,3,1,8,4,1,2157,18203,1,0,0,15,3,2,80,1,3,5,3,3,1,0,2,Bachelor,High,High,Very High,Excellent,Medium,Better,de5b32cd-7e99-4175-ae85-f82808880f52,2025-04-23 17:27:03,2025-04-23 17:27:03,1.5,539.25
35,No,2,1219,2,18,3,3,1,975,3,0,86,3,2,7,3,1,4601,6179,1,0,0,16,3,2,80,0,5,3,3,5,2,1,0,Bachelor,High,High,High,Excellent,Medium,Better,e4b6b6ef-3ea4-46e8-8339-d5d4d827e79a,2025-04-23 17:27:03,2025-04-23 17:27:03,2.5,766.8333333333334
52,No,2,1053,1,1,2,1,1,976,4,1,70,3,4,3,4,1,17099,13829,2,0,0,15,3,2,80,1,26,2,2,9,8,7,8,College,Very High,High,Very High,Excellent,Medium,Good,f638031e-2975-4ba9-a987-3379cbedf6b7,2025-04-23 17:27:03,2025-04-23 17:27:03,8.666666666666666,1709.9
58,Yes,2,289,1,2,3,5,1,977,4,1,51,3,1,6,3,2,2479,26227,4,0,0,24,4,1,80,0,7,4,3,1,0,0,0,Bachelor,Very High,High,High,Outstanding,Low,Better,1595a6f7-28f0-4b94-8df6-3a2076c96087,2025-04-23 17:27:03,2025-04-23 17:27:03,1.4,1239.5
53,No,2,1376,2,2,2,3,1,981,3,1,45,3,4,3,3,0,14852,13938,6,0,0,13,3,3,80,1,22,3,4,17,13,15,2,College,High,High,High,Excellent,High,Best,d87b8b9c-c664-46d9-96e7-da313f16d98e,2025-04-23 17:27:03,2025-04-23 17:27:03,3.142857142857143,825.1111111111111
30,No,2,231,2,8,2,4,1,982,3,1,62,3,3,7,3,0,7264,9977,5,0,0,11,3,1,80,1,10,2,4,8,4,7,7,College,High,High,High,Excellent,Low,Best,746305e0-deb4-470b-93af-9f93cbb855ff,2025-04-23 17:27:03,2025-04-23 17:27:03,1.6666666666666667,807.1111111111111
38,No,0,152,2,10,3,5,1,983,3,0,85,3,2,7,4,2,5666,19899,1,0,1,13,3,2,80,0,6,1,3,5,3,1,3,Bachelor,High,High,Very High,Excellent,Medium,Better,ee6cf332-1f0d-4f6a-9cf2-9bcf6bc75b62,2025-04-23 17:27:03,2025-04-23 17:27:03,3.0,944.3333333333334
35,No,2,882,2,3,4,1,1,984,4,1,92,3,3,7,4,0,7823,6812,6,0,0,13,3,2,80,1,12,2,3,10,9,0,8,Master,Very High,High,Very High,Excellent,Medium,Better,a48c9d58-14ee-4bc8-a1b8-33eb3342be11,2025-04-23 17:27:03,2025-04-23 17:27:03,1.7142857142857142,711.1818181818181
39,No,2,903,2,2,5,1,1,985,1,1,41,4,3,7,3,2,7880,2560,0,0,0,18,3,4,80,0,9,3,3,8,7,0,7,Doctor,Low,Very High,High,Excellent,Very High,Better,7f343875-ef71-4907-b693-60770fc7ced7,2025-04-23 17:27:03,2025-04-23 17:27:03,9.0,875.5555555555555
40,Yes,0,1479,2,24,3,1,1,986,2,0,100,4,4,7,2,2,13194,17071,4,0,1,16,3,4,80,0,22,2,2,1,0,0,0,Bachelor,Medium,Very High,Medium,Excellent,Very High,Good,8fbce226-c266-4d51-80d5-0894cf934c45,2025-04-23 17:27:03,2025-04-23 17:27:03,4.4,6597.0
47,No,1,1379,1,16,4,3,1,987,3,1,64,4,2,4,3,0,5067,6759,1,0,1,19,3,3,80,0,20,3,4,19,10,2,7,Master,High,Very High,High,Excellent,High,Best,54e6681f-bfdb-47e1-a16d-9327763aa4b6,2025-04-23 17:27:03,2025-04-23 17:27:03,10.0,253.35
36,No,0,1229,2,8,4,5,1,990,1,1,84,3,2,7,4,0,5079,25952,4,0,0,13,3,4,80,2,12,3,3,7,7,0,7,Master,Low,High,Very High,Excellent,Very High,Better,9591df65-c60f-4cd4-a5f8-20e893205061,2025-04-23 17:27:03,2025-04-23 17:27:03,2.4,634.875
31,Yes,0,335,1,9,2,3,1,991,3,1,46,2,1,6,1,2,2321,10322,0,0,1,22,4,1,80,0,4,0,3,3,2,1,2,College,High,Medium,Low,Outstanding,Low,Better,3f4121c5-a957-4ed7-a29e-eaf7e015572e,2025-04-23 17:27:03,2025-04-23 17:27:03,4.0,580.25
33,No,0,722,2,17,3,1,1,992,4,1,38,3,4,3,3,2,17444,20489,1,0,0,11,3,4,80,0,10,2,3,10,8,6,0,Bachelor,Very High,High,High,Excellent,Very High,Better,745eb856-1004-4c05-a96c-30485b350673,2025-04-23 17:27:03,2025-04-23 17:27:03,5.0,1585.8181818181818
29,Yes,2,906,1,10,3,1,1,994,4,0,92,2,1,6,1,2,2404,11479,6,0,1,20,4,3,80,0,3,5,3,0,0,0,0,Bachelor,Very High,Medium,Low,Outstanding,High,Better,f248d327-fdc7-4334-87e3-b11b8d77d6f1,2025-04-23 17:27:03,2025-04-23 17:27:03,0.42857142857142855,2404.0
